coordinates,distance_m,duration_s,status
"('59.43723, 24.75838', '59.43353, 24.76231')",825,177,OK
"('59.41495, 24.73992', '59.4228, 24.74592')",1166,117,OK
"('59.38707, 24.71791', '59.38434, 24.71738')",309,23,OK
"('59.45504, 24.68129', '59.45511, 24.68961')",612,73,OK
"('59.44588, 24.8981', '59.44497, 24.89803')",140,20,OK
"('59.40773, 24.70305', '59.40275, 24.69749')",644,79,OK
"('59.35123, 24.62355', '59.35044, 24.62691')",289,39,OK
"('59.44002, 24.84479', '59.44288, 24.87581')",1794,96,OK
"('59.47034, 24.83491', '59.46672, 24.83266')",465,81,OK
"('59.39299, 24.66296', '59.39247, 24.67281')",707,72,OK
"('59.44326, 24.80566', '59.44355, 24.80015')",314,24,OK
"('59.4288, 24.75253', '59.42777, 24.71901')",2026,237,OK
"('59.42621, 24.65889', '59.42778, 24.67261')",801,54,OK
"('59.45364, 24.71262', '59.45221, 24.7185')",386,36,OK
"('59.44134, 24.86183', '59.44288, 24.87581')",815,45,OK
"('59.43604, 24.79871', '59.43807, 24.80239')",329,53,OK
"('59.46217, 24.8249', '59.4643, 24.82934')",344,34,OK
"('59.35603, 24.63109', '59.35971, 24.6304')",411,41,OK
"('59.42829, 24.70912', '59.42768, 24.7137')",267,27,OK
"('59.42212, 24.82092', '59.4208, 24.82578')",315,26,OK
"('59.38928, 24.70232', '59.39223, 24.70859')",699,73,OK
"('59.49099, 24.88066', '59.4941, 24.89382')",852,64,OK
"('59.38878, 24.6833', '59.39259, 24.67334')",778,77,OK
"('59.42929, 24.69814', '59.42829, 24.70912')",649,90,OK
"('59.39761, 24.66328', '59.39299, 24.66296')",1517,331,OK
"('59.43868, 24.81715', '59.43562, 24.8064')",694,36,OK
"('59.39968, 24.66084', '59.40466, 24.65491')",648,107,OK
"('59.41843, 24.79845', '59.41124, 24.80213')",1012,147,OK
"('59.43878, 24.85124', '59.44365, 24.84685')",666,85,OK
"('59.44941, 24.69903', '59.44592, 24.70108')",459,72,OK
"('59.42908, 24.74352', '59.43388, 24.74661')",578,81,OK
"('59.4449, 24.89665', '59.44732, 24.89711')",492,74,OK
"('59.43373, 24.76063', '59.43386, 24.75259')",836,222,OK
"('59.40985, 24.6627', '59.40466, 24.65491')",807,91,OK
"('59.39105, 24.72157', '59.38707, 24.71791')",503,50,OK
"('59.37844, 24.65443', '59.37579, 24.64889')",432,32,OK
"('59.45893, 24.83552', '59.45912, 24.84616')",627,51,OK
"('59.43756, 24.75337', '59.43723, 24.75838')",526,172,OK
"('59.44878, 24.59003', '59.45193, 24.58391')",492,43,OK
"('59.41587, 24.8514', '59.41588, 24.84328')",459,49,OK
"('59.4214, 24.64953', '59.4237, 24.64863')",1600,268,OK
"('59.43435, 24.62926', '59.43722, 24.6273')",340,26,OK
"('59.43291, 24.82476', '59.43487, 24.83045')",489,82,OK
"('59.4172, 24.58638', '59.41585, 24.6027')",1090,99,OK
"('59.45798, 24.86105', '59.45866, 24.85079')",588,44,OK
"('59.37652, 24.67761', '59.37943, 24.67528')",350,41,OK
"('59.44338, 24.78266', '59.44232, 24.79074')",474,53,OK
"('59.40637, 24.6952', '59.40296, 24.70772')",805,120,OK
"('59.44534, 24.89062', '59.4438, 24.88189')",523,43,OK
"('59.4273, 24.77888', '59.4299, 24.78632')",649,101,OK
"('59.42945, 24.83745', '59.43086, 24.84761')",663,184,OK
"('59.45483, 24.87905', '59.45502, 24.87129')",443,40,OK
"('59.46919, 24.90281', '59.46076, 24.90515')",973,91,OK
"('59.44269, 24.59528', '59.44702, 24.60528')",736,61,OK
"('59.43777, 24.81895', '59.43582, 24.829')",847,106,OK
"('59.376, 24.67868', '59.37947, 24.6952')",1012,83,OK
"('59.44097, 24.78642', '59.4383, 24.76981')",2199,307,OK
"('59.45313, 24.70305', '59.44877, 24.69632')",648,93,OK
"('59.44707, 24.70033', '59.44954, 24.69942')",350,113,OK
"('59.44029, 24.69903', '59.43937, 24.70788')",540,73,OK
"('59.4126, 24.66862', '59.40985, 24.6627')",456,87,OK
"('59.41097, 24.71607', '59.40886, 24.72517')",566,52,OK
"('59.41647, 24.83879', '59.41695, 24.84472')",494,51,OK
"('59.42122, 24.76395', '59.42084, 24.76441')",107,52,OK
"('59.43281, 24.74713', '59.4346, 24.75235')",358,80,OK
"('59.48402, 24.86055', '59.4871, 24.86632')",505,41,OK
"('59.43111, 24.7612', '59.4316, 24.76755')",469,58,OK
"('59.42117, 24.7508', '59.42558, 24.74899')",503,68,OK
"('59.43821, 24.81744', '59.43951, 24.83268')",891,45,OK
"('59.44109, 24.73788', '59.44165, 24.73218')",346,59,OK
"('59.43251, 24.74267', '59.4346, 24.75235')",620,106,OK
"('59.44399, 24.72246', '59.44193, 24.7291')",441,57,OK
"('59.44434, 24.81334', '59.44326, 24.80566')",507,37,OK
"('59.39502, 24.6506', '59.39467, 24.64428')",423,56,OK
"('59.43217, 24.74137', '59.4321, 24.73629')",631,97,OK
"('59.45005, 24.71431', '59.45297, 24.71698')",409,58,OK
"('59.44841, 24.82869', '59.45111, 24.83336')",442,35,OK
"('59.42527, 24.70106', '59.43126, 24.71241')",996,130,OK
"('59.39487, 24.67323', '59.38781, 24.683')",1178,185,OK
"('59.44335, 24.80241', '59.44502, 24.8156')",837,70,OK
"('59.42055, 24.65025', '59.4172, 24.65465')",448,36,OK
"('59.42636, 24.7214', '59.42392, 24.72517')",357,52,OK
"('59.42755, 24.74838', '59.42418, 24.74944')",381,59,OK
"('59.38242, 24.63829', '59.38712, 24.64172')",613,61,OK
"('59.42621, 24.65889', '59.42643, 24.65805')",909,69,OK
"('59.36775, 24.65187', '59.37028, 24.65808')",451,35,OK
"('59.42027, 24.80294', '59.42031, 24.80981')",388,75,OK
"('59.48675, 24.84129', '59.48993, 24.83482')",511,41,OK
"('59.4321, 24.73629', '59.43682, 24.73333')",596,84,OK
"('59.3562, 24.61096', '59.35163, 24.61199')",743,87,OK
"('59.41646, 24.79659', '59.41953, 24.79254')",411,34,OK
"('59.43726, 24.75833', '59.43782, 24.75364')",1711,345,OK
"('59.40308, 24.68743', '59.39976, 24.68885')",783,93,OK
"('59.43839, 24.77034', '59.4356, 24.76103')",658,144,OK
"('59.4427, 24.76475', '59.4374, 24.75819')",986,223,OK
"('59.41281, 24.63785', '59.41319, 24.63446')",222,38,OK
"('59.37715, 24.71772', '59.37443, 24.71784')",302,39,OK
"('59.43062, 24.71818', '59.42747, 24.72195')",510,91,OK
"('59.43054, 24.84805', '59.42982, 24.83755')",689,81,OK
"('59.4346, 24.75235', '59.43563, 24.7583')",586,138,OK
"('59.45974, 24.67175', '59.46167, 24.66672')",431,57,OK
"('59.50404, 24.82818', '59.49663, 24.82798')",856,78,OK
"('59.3887, 24.70481', '59.38974, 24.71098')",368,29,OK
"('59.43978, 24.59749', '59.44292, 24.59407')",400,31,OK
"('59.45917, 24.84627', '59.45896, 24.83524')",644,56,OK
"('59.43605, 24.71172', '59.44311, 24.70431')",890,91,OK
"('59.37926, 24.63703', '59.37579, 24.64889')",934,108,OK
"('59.41964, 24.75139', '59.42117, 24.7508')",174,18,OK
"('59.46721, 24.83382', '59.47109, 24.8357')",445,44,OK
"('59.43647, 24.75669', '59.43712, 24.76218')",858,219,OK
"('59.39893, 24.68232', '59.39804, 24.67523')",413,36,OK
"('59.44946, 24.8682', '59.44848, 24.86223')",398,66,OK
"('59.36751, 24.65039', '59.36586, 24.64267')",474,40,OK
"('59.37284, 24.64338', '59.36864, 24.63692')",607,51,OK
"('59.4362, 24.72806', '59.43374, 24.72367')",389,55,OK
"('59.43618, 24.75149', '59.43396, 24.74633')",386,68,OK
"('59.39971, 24.69021', '59.40312, 24.69886')",628,71,OK
"('59.43863, 24.85964', '59.44288, 24.87581')",1217,142,OK
"('59.39971, 24.69021', '59.39707, 24.69844')",830,96,OK
"('59.39793, 24.63841', '59.40103, 24.64833')",691,98,OK
"('59.37588, 24.73388', '59.37621, 24.74393')",570,43,OK
"('59.44106, 24.75323', '59.44342, 24.75007')",2294,326,OK
"('59.44018, 24.75919', '59.44382, 24.75125')",845,141,OK
"('59.3968, 24.66373', '59.39968, 24.66084')",2647,292,OK
"('59.40361, 24.7066', '59.40695, 24.69344')",833,107,OK
"('59.42655, 24.63247', '59.42807, 24.6334')",249,25,OK
"('59.42531, 24.78336', '59.42816, 24.77695')",483,67,OK
"('59.43163, 24.76849', '59.43373, 24.76063')",502,87,OK
"('59.43075, 24.75874', '59.43352, 24.75195')",1276,275,OK
"('59.42857, 24.77622', '59.43192, 24.76757')",613,77,OK
"('59.44363, 24.88089', '59.44316, 24.87191')",513,41,OK
"('59.47951, 24.85093', '59.48027, 24.85507')",253,22,OK
"('59.35971, 24.6304', '59.3649, 24.6382')",846,72,OK
"('59.38975, 24.64185', '59.38219, 24.63807')",868,81,OK
"('59.39969, 24.64591', '59.39436, 24.64463')",642,66,OK
"('59.40707, 24.68366', '59.40886, 24.68274')",546,110,OK
"('59.4213, 24.73715', '59.42606, 24.72793')",758,63,OK
"('59.39705, 24.66805', '59.39968, 24.66084')",551,67,OK
"('59.42807, 24.6334', '59.43117, 24.63709')",414,39,OK
"('59.45378, 24.70511', '59.45364, 24.71262')",435,54,OK
"('59.42929, 24.69814', '59.43126, 24.71241')",878,111,OK
"('59.36999, 24.71754', '59.37343, 24.71812')",390,34,OK
"('59.40957, 24.67487', '59.40682, 24.68309')",756,90,OK
"('59.44797, 24.71139', '59.44524, 24.71095')",337,37,OK
"('59.4257, 24.79719', '59.42531, 24.78336')",841,97,OK
"('59.40481, 24.67531', '59.4054, 24.6686')",506,67,OK
"('59.45309, 24.70323', '59.45615, 24.69941')",535,72,OK
"('59.42263, 24.78577', '59.42161, 24.77381')",717,40,OK
"('59.41049, 24.66565', '59.40957, 24.67487')",536,53,OK
"('59.4437, 24.74407', '59.44332, 24.75033')",718,100,OK
"('59.46066, 24.81761', '59.45648, 24.81028')",629,41,OK
"('59.45691, 24.88023', '59.45483, 24.87905')",289,44,OK
"('59.43245, 24.59445', '59.43142, 24.60146')",411,27,OK
"('59.36586, 24.64267', '59.36482, 24.63642')",373,28,OK
"('59.50619, 24.82979', '59.50806, 24.8316')",241,28,OK
"('59.39976, 24.68885', '59.39893, 24.68232')",381,35,OK
"('59.42207, 24.81099', '59.42036, 24.8089')",312,47,OK
"('59.4105, 24.73147', '59.41534, 24.73233')",1872,246,OK
"('59.44573, 24.71091', '59.45005, 24.71431')",573,87,OK
"('59.36586, 24.64267', '59.36, 24.62988')",1099,85,OK
"('59.4346, 24.72604', '59.43682, 24.73333')",615,74,OK
"('59.44316, 24.87191', '59.44037, 24.84323')",1664,137,OK
"('59.43712, 24.76218', '59.4391, 24.77716')",876,122,OK
"('59.41296, 24.75794', '59.40162, 24.72831')",2489,176,OK
"('59.4418, 24.82284', '59.44344, 24.82215')",1070,90,OK
"('59.45861, 24.82012', '59.46053, 24.81897')",319,30,OK
"('59.41565, 24.84427', '59.41569, 24.85379')",538,43,OK
"('59.43548, 24.75959', '59.43386, 24.75259')",627,170,OK
"('59.41296, 24.75794', '59.40249, 24.71723')",2690,148,OK
"('59.4179, 24.69383', '59.41467, 24.68887')",526,55,OK
"('59.40335, 24.65627', '59.39956, 24.66084')",495,59,OK
"('59.37626, 24.71281', '59.37443, 24.71784')",391,66,OK
"('59.42507, 24.79489', '59.42686, 24.80122')",437,60,OK
"('59.45572, 24.57786', '59.45371, 24.58077')",277,30,OK
"('59.43937, 24.70788', '59.43546, 24.71205')",495,56,OK
"('59.45993, 24.70436', '59.46004, 24.70344')",57,9,OK
"('59.4907, 24.91596', '59.49684, 24.911')",851,67,OK
"('59.44146, 24.88034', '59.44354, 24.89059')",637,81,OK
"('59.43671, 24.75754', '59.44306, 24.76665')",2007,402,OK
"('59.43379, 24.72107', '59.43214, 24.71359')",463,83,OK
"('59.44098, 24.78701', '59.44232, 24.79074')",280,42,OK
"('59.37893, 24.63641', '59.37538, 24.63456')",408,34,OK
"('59.37162, 24.71713', '59.36694, 24.71768')",524,38,OK
"('59.38878, 24.6833', '59.39528, 24.67334')",1006,92,OK
"('59.39545, 24.68387', '59.39885, 24.68427')",587,89,OK
"('59.4979, 24.90169', '59.49417, 24.8937')",633,43,OK
"('59.43824, 24.57258', '59.43384, 24.56078')",943,128,OK
"('59.44232, 24.79074', '59.44335, 24.80241')",675,75,OK
"('59.36656, 24.71801', '59.36999, 24.71754')",381,29,OK
"('59.45896, 24.83524', '59.45838, 24.83098')",249,30,OK
"('59.44218, 24.88338', '59.44316, 24.87191')",928,102,OK
"('59.44141, 24.8784', '59.43925, 24.8747')",363,55,OK
"('59.43307, 24.77711', '59.42989, 24.78634')",996,159,OK
"('59.36864, 24.63692', '59.36528, 24.63133')",491,39,OK
"('59.44292, 24.59407', '59.44705, 24.59121')",501,40,OK
"('59.42755, 24.74838', '59.42576, 24.74817')",204,34,OK
"('59.44316, 24.87191', '59.44055, 24.8664')",671,101,OK
"('59.48849, 24.87154', '59.48969, 24.8756')",265,20,OK
"('59.42108, 24.75057', '59.41906, 24.75412')",464,49,OK
"('59.42084, 24.76441', '59.42284, 24.77095')",542,65,OK
"('59.43605, 24.75644', '59.43606, 24.75113')",1382,267,OK
"('59.38638, 24.69108', '59.3887, 24.70481')",822,67,OK
"('59.4438, 24.88189', '59.44316, 24.87191')",572,48,OK
"('59.45156, 24.58456', '59.44871, 24.59005')",442,40,OK
"('59.4346, 24.72604', '59.43306, 24.73439')",609,78,OK
"('59.36576, 24.63253', '59.36951, 24.6383')",542,47,OK
"('59.3955, 24.71556', '59.3977, 24.71054')",566,102,OK
"('59.43473, 24.79915', '59.43821, 24.81744')",1120,57,OK
"('59.4179, 24.69383', '59.41382, 24.68993')",505,52,OK
"('59.44342, 24.85946', '59.44169, 24.85114')",509,43,OK
"('59.42293, 24.78878', '59.42531, 24.78336')",445,70,OK
"('59.39528, 24.67334', '59.39799, 24.67658')",476,46,OK
"('59.47018, 24.90215', '59.47295, 24.89841')",374,27,OK
"('59.39259, 24.67334', '59.39237, 24.66346')",666,66,OK
"('59.40695, 24.64037', '59.4046, 24.63762')",735,74,OK
"('59.40162, 24.72831', '59.39767, 24.72609')",458,34,OK
"('59.45758, 24.93861', '59.46045, 24.92608')",777,58,OK
"('59.43934, 24.62418', '59.43693, 24.62726')",333,24,OK
"('59.46004, 24.70344', '59.45589, 24.69916')",544,53,OK
"('59.43621, 24.75672', '59.43711, 24.76158')",795,205,OK
"('59.39761, 24.66328', '59.39502, 24.6506')",1103,227,OK
"('59.44232, 24.79074', '59.44816, 24.8033')",992,95,OK
"('59.43307, 24.77711', '59.43219, 24.78226')",379,56,OK
"('59.43435, 24.76788', '59.43548, 24.75959')",485,102,OK
"('59.40313, 24.66947', '59.40088, 24.67046')",256,28,OK
"('59.39998, 24.72803', '59.40608, 24.73291')",738,79,OK
"('59.44464, 24.73711', '59.4437, 24.74132')",278,48,OK
"('59.43606, 24.75113', '59.43396, 24.74633')",362,64,OK
"('59.45731, 24.6766', '59.45466, 24.68277')",468,47,OK
"('59.44877, 24.69632', '59.44856, 24.69161')",267,46,OK
"('59.42629, 24.80956', '59.42667, 24.81591')",362,40,OK
"('59.38368, 24.65381', '59.38648, 24.6466')",522,43,OK
"('59.4076, 24.62296', '59.40907, 24.62967')",416,34,OK
"('59.44912, 24.89177', '59.46019, 24.90472')",1593,133,OK
"('59.39767, 24.72609', '59.39198, 24.72088')",729,67,OK
"('59.40785, 24.68922', '59.40682, 24.68309')",487,135,OK
"('59.40481, 24.67531', '59.40368, 24.6659')",547,76,OK
"('59.43142, 24.60146', '59.4299, 24.61288')",668,45,OK
"('59.42982, 24.83755', '59.42713, 24.82017')",1031,104,OK
"('59.4316, 24.76755', '59.42754, 24.77773')",736,86,OK
"('59.39804, 24.67523', '59.39487, 24.67323')",546,57,OK
"('59.42296, 24.80311', '59.42207, 24.81099')",537,50,OK
"('59.45838, 24.83098', '59.45775, 24.82514')",342,40,OK
"('59.42806, 24.79187', '59.42651, 24.7964')",303,45,OK
"('59.40028, 24.71106', '59.39663, 24.70986')",413,39,OK
"('59.40564, 24.73206', '59.40249, 24.71723')",1029,82,OK
"('59.43217, 24.74137', '59.4346, 24.75235')",703,115,OK
"('59.43799, 24.80207', '59.43554, 24.79841')",362,29,OK
"('59.40533, 24.65791', '59.41118, 24.66614')",818,106,OK
"('59.46075, 24.81995', '59.46217, 24.8249')",320,26,OK
"('59.40234, 24.7185', '59.40608, 24.73291')",1639,163,OK
"('59.43855, 24.85816', '59.43635, 24.84596')",734,86,OK
"('59.46825, 24.86728', '59.4686, 24.83999')",1660,116,OK
"('59.43746, 24.76375', '59.43761, 24.75733')",382,83,OK
"('59.44159, 24.71336', '59.43766, 24.71748')",495,51,OK
"('59.42996, 24.78656', '59.42752, 24.77859')",1193,210,OK
"('59.397, 24.66864', '59.39799, 24.67658')",477,50,OK
"('59.47256, 24.88489', '59.47246, 24.89889')",935,75,OK
"('59.42106, 24.72964', '59.42428, 24.72465')",464,57,OK
"('59.42934, 24.72501', '59.42576, 24.71795')",662,102,OK
"('59.43642, 24.84784', '59.43878, 24.85124')",429,48,OK
"('59.43473, 24.79915', '59.43568, 24.81225')",802,56,OK
"('59.41122, 24.64768', '59.41375, 24.64023')",555,65,OK
"('59.41613, 24.86524', '59.41586, 24.85865')",599,72,OK
"('59.43711, 24.75866', '59.43901, 24.77643')",1032,148,OK
"('59.42638, 24.8072', '59.4257, 24.79719')",573,59,OK
"('59.45502, 24.87129', '59.45403, 24.8619')",551,47,OK
"('59.42686, 24.82142', '59.43054, 24.83457')",988,107,OK
"('59.45411, 24.86266', '59.45486, 24.86933')",398,31,OK
"('59.36136, 24.6138', '59.36567, 24.62951')",1337,140,OK
"('59.42747, 24.72195', '59.4288, 24.7316')",572,71,OK
"('59.4338, 24.56393', '59.43694, 24.57434')",741,53,OK
"('59.42082, 24.80232', '59.42236, 24.80231')",170,38,OK
"('59.43321, 24.74426', '59.4321, 24.73629')",489,66,OK
"('59.44007, 24.6231', '59.44492, 24.61246')",808,57,OK
"('59.45589, 24.69916', '59.45378, 24.70511')",514,85,OK
"('59.45044, 24.86073', '59.45131, 24.84782')",865,105,OK
"('59.42392, 24.72517', '59.42075, 24.72354')",400,43,OK
"('59.48013, 24.85461', '59.47853, 24.84894')",382,31,OK
"('59.40767, 24.62284', '59.3993, 24.60462')",1428,101,OK
"('59.44707, 24.70033', '59.44877, 24.69632')",359,52,OK
"('59.41553, 24.65547', '59.41821, 24.65122')",411,43,OK
"('59.43011, 24.80735', '59.43564, 24.81897')",970,138,OK
"('59.41165, 24.71574', '59.415, 24.71874')",407,40,OK
"('59.46053, 24.81897', '59.46066, 24.81761')",410,35,OK
"('59.42043, 24.64478', '59.4237, 24.64863')",1813,298,OK
"('59.43766, 24.71748', '59.43544, 24.72077')",310,47,OK
"('59.43682, 24.73333', '59.43956, 24.7379')",421,37,OK
"('59.44839, 24.80297', '59.4451, 24.79787')",466,38,OK
"('59.39198, 24.72088', '59.38976, 24.71077')",625,54,OK
"('59.43576, 24.75095', '59.43831, 24.75407')",397,83,OK
"('59.4282, 24.62542', '59.42921, 24.61929')",355,27,OK
"('59.45067, 24.89794', '59.45296, 24.90532')",504,43,OK
"('59.36528, 24.62924', '59.36, 24.62988')",602,68,OK
"('59.42826, 24.86962', '59.42624, 24.86666')",378,36,OK
"('59.40637, 24.6952', '59.40275, 24.69749')",656,91,OK
"('59.42392, 24.72517', '59.42038, 24.7298')",491,55,OK
"('59.4908, 24.91534', '59.48746, 24.92761')",804,65,OK
"('59.43311, 24.71573', '59.43605, 24.71172')",403,49,OK
"('59.41132, 24.73406', '59.40982, 24.73606')",641,82,OK
"('59.4538, 24.71167', '59.45313, 24.70305')",629,81,OK
"('59.48401, 24.88451', '59.4805, 24.89078')",525,36,OK
"('59.38648, 24.6466', '59.38717, 24.64105')",341,39,OK
"('59.48139, 24.84091', '59.48675, 24.84129')",607,47,OK
"('59.44422, 24.8393', '59.44374, 24.82827')",720,64,OK
"('59.43189, 24.62175', '59.4362, 24.611')",824,63,OK
"('59.43782, 24.75364', '59.44106, 24.75323')",650,107,OK
"('59.43396, 24.74633', '59.42823, 24.74232')",697,110,OK
"('59.42987, 24.69144', '59.42893, 24.6797')",674,41,OK
"('59.42036, 24.68362', '59.41694, 24.67974')",480,55,OK
"('59.42811, 24.79212', '59.42996, 24.78656')",376,66,OK
"('59.42046, 24.64684', '59.41983, 24.64419')",165,22,OK
"('59.40785, 24.68922', '59.40886, 24.68274')",638,167,OK
"('59.42576, 24.71795', '59.42272, 24.71539')",368,29,OK
"('59.39467, 24.64428', '59.39793, 24.63841')",1139,118,OK
"('59.4254, 24.70077', '59.42127, 24.69693')",508,52,OK
"('59.42606, 24.72793', '59.42801, 24.72033')",724,122,OK
"('59.43359, 24.86562', '59.42826, 24.86962')",634,50,OK
"('59.42586, 24.80173', '59.42629, 24.80956')",558,201,OK
"('59.43606, 24.75113', '59.43321, 24.74426')",535,99,OK
"('59.4257, 24.79719', '59.42271, 24.78911')",974,134,OK
"('59.43211, 24.81311', '59.43564, 24.81897')",727,115,OK
"('59.42768, 24.7137', '59.42747, 24.72195')",480,72,OK
"('59.40707, 24.68366', '59.41132, 24.68821')",537,100,OK
"('59.3989, 24.68361', '59.39971, 24.69021')",384,33,OK
"('59.47129, 24.87693', '59.46825, 24.86728')",662,51,OK
"('59.42043, 24.64478', '59.42953, 24.69245')",3164,262,OK
"('59.43612, 24.60118', '59.43564, 24.61243')",701,59,OK
"('59.41821, 24.79905', '59.42271, 24.78911')",953,143,OK
"('59.45438, 24.95753', '59.45311, 24.96639')",530,61,OK
"('59.42713, 24.82017', '59.4267, 24.81422')",340,32,OK
"('59.39261, 24.72377', '59.39998, 24.72803')",850,72,OK
"('59.44492, 24.61246', '59.44681, 24.60446')",587,50,OK
"('59.45177, 24.80693', '59.44839, 24.80297')",442,36,OK
"('59.41271, 24.60634', '59.4076, 24.62296')",1229,121,OK
"('59.35971, 24.6304', '59.36567, 24.62951')",751,93,OK
"('59.4126, 24.66862', '59.41049, 24.66565')",398,78,OK
"('59.44241, 24.86513', '59.4413, 24.85843')",400,28,OK
"('59.42478, 24.65077', '59.42046, 24.64684')",879,123,OK
"('59.4346, 24.75235', '59.43456, 24.75575')",325,92,OK
"('59.42888, 24.83702', '59.42713, 24.82017')",1140,158,OK
"('59.4871, 24.86632', '59.48849, 24.87154')",333,26,OK
"('59.44105, 24.73843', '59.4437, 24.74407')",1946,305,OK
"('59.40335, 24.65627', '59.40132, 24.65998')",357,47,OK
"('59.45294, 24.90529', '59.45075, 24.89712')",548,58,OK
"('59.38438, 24.67297', '59.38608, 24.67751')",317,29,OK
"('59.45775, 24.82514', '59.45861, 24.82012')",301,29,OK
"('59.42806, 24.74938', '59.43111, 24.7612')",756,84,OK
"('59.46357, 24.8271', '59.4585, 24.82001')",1214,102,OK
"('59.44848, 24.86223', '59.45044, 24.86073')",235,23,OK
"('59.38029, 24.70017', '59.37792, 24.70528')",395,40,OK
"('59.40715, 24.63963', '59.40911, 24.63241')",521,47,OK
"('59.47323, 24.91341', '59.47699, 24.92068')",636,52,OK
"('59.44603, 24.73834', '59.44772, 24.72891')",576,62,OK
"('59.41681, 24.83822', '59.4193, 24.83074')",506,40,OK
"('59.34459, 24.6224', '59.35072, 24.62794')",760,58,OK
"('59.45371, 24.58077', '59.45156, 24.58456')",321,31,OK
"('59.39695, 24.69906', '59.39976, 24.68885')",939,133,OK
"('59.44316, 24.87191', '59.43855, 24.85816')",1148,140,OK
"('59.43564, 24.81897', '59.43777, 24.81895')",319,96,OK
"('59.43621, 24.75672', '59.43901, 24.77643')",1411,265,OK
"('59.42316, 24.79516', '59.42293, 24.78878')",362,40,OK
"('59.42796, 24.77531', '59.42547, 24.78186')",504,65,OK
"('59.36951, 24.6383', '59.37302, 24.6439')",505,40,OK
"('59.43075, 24.75874', '59.43454, 24.7561')",591,151,OK
"('59.42046, 24.64684', '59.41922, 24.64261')",278,34,OK
"('59.4288, 24.7316', '59.43217, 24.74137')",675,70,OK
"('59.48442, 24.88425', '59.48625, 24.88226')",233,17,OK
"('59.45332, 24.70439', '59.45513, 24.68907')",1017,144,OK
"('59.44684, 24.69106', '59.44811, 24.6966')",414,73,OK
"('59.43667, 24.75665', '59.43712, 24.76218')",875,225,OK
"('59.45075, 24.89712', '59.44877, 24.89081')",725,75,OK
"('59.40886, 24.68274', '59.40993, 24.67364')",535,51,OK
"('59.42801, 24.72033', '59.43088, 24.7182')",333,32,OK
"('59.43456, 24.75575', '59.43368, 24.75282')",209,62,OK
"('59.48949, 24.83548', '59.48548, 24.84177')",589,50,OK
"('59.42868, 24.68091', '59.42953, 24.69245')",662,49,OK
"('59.42997, 24.78653', '59.42816, 24.77695')",705,128,OK
"('59.42984, 24.80634', '59.4257, 24.79719')",740,103,OK
"('59.44275, 24.70435', '59.43937, 24.70788')",425,52,OK
"('59.35163, 24.61199', '59.35123, 24.62355')",657,64,OK
"('59.4237, 24.64863', '59.43217, 24.74137')",5551,533,OK
"('59.50906, 24.83017', '59.50404, 24.82818')",1092,210,OK
"('59.41459, 24.70867', '59.40773, 24.70305')",827,84,OK
"('59.41694, 24.67974', '59.41378, 24.67153')",581,49,OK
"('59.42316, 24.79516', '59.42161, 24.77381')",1243,83,OK
"('59.43956, 24.7379', '59.43988, 24.73786')",1954,246,OK
"('59.38712, 24.64172', '59.38651, 24.64639')",293,30,OK
"('59.40886, 24.72517', '59.4105, 24.73147')",481,47,OK
"('59.41482, 24.69138', '59.41759, 24.69394')",336,37,OK
"('59.40494, 24.62722', '59.40461, 24.61551')",750,89,OK
"('59.42236, 24.82114', '59.42207, 24.81099')",686,70,OK
"('59.38508, 24.71762', '59.38692, 24.71807')",208,16,OK
"('59.46019, 24.90472', '59.45984, 24.92823')",1401,119,OK
"('59.42219, 24.69833', '59.42527, 24.70106')",396,59,OK
"('59.42456, 24.74263', '59.41433, 24.73849')",1795,263,OK
"('59.42655, 24.80768', '59.4262, 24.80102')",385,41,OK
"('59.40957, 24.67487', '59.40798, 24.6869')",706,85,OK
"('59.41444, 24.73943', '59.42466, 24.74269')",1157,111,OK
"('59.44502, 24.8156', '59.44322, 24.82953')",1068,107,OK
"('59.4493, 24.69793', '59.45196, 24.694')",368,33,OK
"('59.40911, 24.63241', '59.41224, 24.63969')",865,100,OK
"('59.49042, 24.88012', '59.48624, 24.8822')",487,40,OK
"('59.46497, 24.69958', '59.46356, 24.70183')",260,63,OK
"('59.44354, 24.89059', '59.44429, 24.89672')",496,96,OK
"('59.44288, 24.87581', '59.44311, 24.88244')",378,38,OK
"('59.44395, 24.69468', '59.44612, 24.6994')",381,48,OK
"('59.44781, 24.89321', '59.44652, 24.89653')",421,54,OK
"('59.43054, 24.83457', '59.43487, 24.83045')",535,84,OK
"('59.37579, 24.64889', '59.37284, 24.64338')",453,33,OK
"('59.42823, 24.74232', '59.42288, 24.74234')",595,83,OK
"('59.42074, 24.77166', '59.42271, 24.78911')",1082,95,OK
"('59.38049, 24.69884', '59.37914, 24.69354')",720,122,OK
"('59.40993, 24.67364', '59.40985, 24.6627')",687,96,OK
"('59.41339, 24.64028', '59.41102, 24.64775')",587,70,OK
"('59.40497, 24.63896', '59.40715, 24.63963')",698,77,OK
"('59.40029, 24.67115', '59.4033, 24.66965')",345,36,OK
"('59.40366, 24.65453', '59.39891, 24.64169')",907,94,OK
"('59.40555, 24.65317', '59.41328, 24.65295')",1813,259,OK
"('59.40802, 24.81109', '59.40837, 24.80627')",331,62,OK
"('59.40695, 24.69344', '59.40785, 24.68922')",345,58,OK
"('59.43635, 24.84596', '59.43551, 24.83673')",584,68,OK
