date,Õhutemperatuur (°C) keskmine,Õhutemperatuur (°C) max,Õhutemperatuur (°C) min,Suhteline õhuniiskus (%) keskmine,Suhteline õhuniiskus (%) min,Tuule kiirus (m/s) keskmine,Tuule kiirus (m/s) max,Sademed (mm),Päikesepaiste kestus (h),Maksimaalne õhutemperatuur (°C),Minimaalne õhutemperatuur (°C),I pilvekiht hulk (okta),II pilvekiht hulk (okta),III pilvekiht hulk (okta),IV pilvekiht hulk (okta),Hetkeilm (sensor),Nähtavuskaugus (km),Puhang (m/s),Keskmine kiirus tunnis (m/s),10 minuti keskmine kiirus (m/s),10 minuti keskmine suund (°)
30.04.2016,8.3,14.5,0.1,64.0,39.0,1.8,5.7,0.0,14.6,14.4,13.3,0/8,0/8,0/8,0/8,nähtusteta,20.0,5.7,3.0,3.1,296.0
29.04.2016,8.1,15.0,1.7,66.0,37.0,3.1,10.5,0.0,9.5,11.6,10.8,2/8,7/8,0/8,0/8,nähtusteta,20.0,5.0,3.0,2.6,18.0
28.04.2016,8.1,12.6,4.0,80.0,70.0,4.0,10.0,11.1,2.6,9.9,9.1,8/8,0/8,0/8,0/8,nõrk vihm,10.9,3.8,1.9,1.0,322.0
27.04.2016,6.5,13.5,2.8,79.0,49.0,2.8,8.8,1.4,5.8,13.1,12.2,7/8,0/8,0/8,0/8,nähtusteta,20.0,7.6,3.5,3.5,156.0
26.04.2016,2.9,4.1,1.3,94.0,75.0,2.9,9.0,12.8,0.0,3.1,3.0,8/8,0/8,0/8,0/8,nõrk vihm,19.2,6.1,2.4,2.2,332.0
25.04.2016,4.4,9.4,1.5,81.0,65.0,3.5,9.7,2.7,6.2,7.3,5.6,7/8,0/8,0/8,0/8,nähtusteta,20.0,4.9,2.4,2.4,349.0
24.04.2016,1.4,5.7,-3.1,91.0,72.0,2.5,10.6,11.1,3.8,2.7,0.6,8/8,0/8,0/8,0/8,nõrk lumi,2.2,8.6,4.6,4.7,37.0
23.04.2016,2.9,5.9,1.0,90.0,79.0,1.8,6.8,0.0,5.8,4.4,3.3,5/8,0/8,0/8,0/8,nähtusteta,20.0,5.5,2.7,2.6,360.0
22.04.2016,5.1,9.5,2.8,76.0,56.0,1.9,10.7,0.0,9.5,7.4,5.3,1/8,7/8,0/8,0/8,nähtusteta,20.0,10.1,4.4,4.4,327.0
21.04.2016,4.8,9.5,1.3,64.0,30.0,3.2,9.7,0.0,8.8,8.6,7.7,7/8,0/8,0/8,0/8,nähtusteta,20.0,8.1,3.7,3.7,250.0
20.04.2016,4.1,6.5,1.8,87.0,76.0,2.8,9.6,3.3,2.8,5.9,5.5,1/8,8/8,0/8,0/8,nähtusteta,20.0,8.5,3.2,2.6,307.0
19.04.2016,6.3,9.4,4.3,83.0,64.0,3.7,12.5,5.6,3.6,8.1,7.2,7/8,0/8,0/8,0/8,nähtusteta,20.0,7.8,3.4,2.9,246.0
18.04.2016,5.6,8.2,4.0,88.0,75.0,4.3,12.6,2.0,1.4,8.2,7.3,7/8,0/8,0/8,0/8,nähtusteta,20.0,10.5,5.2,6.5,239.0
17.04.2016,8.1,11.5,5.9,86.0,74.0,3.6,8.4,5.9,0.5,9.9,9.6,8/8,0/8,0/8,0/8,nähtusteta,13.0,5.7,3.0,2.7,196.0
16.04.2016,8.3,15.5,1.0,56.0,33.0,3.7,11.1,0.0,8.6,13.9,13.6,7/8,0/8,0/8,0/8,nähtusteta,20.0,7.0,3.7,4.1,182.0
15.04.2016,3.4,8.7,-2.6,60.0,43.0,2.0,8.1,0.0,9.4,8.7,6.9,7/8,0/8,0/8,0/8,nähtusteta,20.0,5.4,2.6,2.2,281.0
14.04.2016,3.3,6.2,1.0,66.0,46.0,4.2,10.7,0.0,11.8,6.2,5.1,0/8,0/8,0/8,0/8,nähtusteta,20.0,5.9,3.6,3.7,29.0
13.04.2016,4.0,11.0,-3.5,67.0,34.0,2.1,7.9,0.0,13.2,10.6,9.9,0/8,0/8,0/8,0/8,nähtusteta,20.0,7.3,4.3,4.4,32.0
12.04.2016,3.2,9.2,-2.7,73.0,51.0,1.7,7.0,0.0,13.2,9.1,7.8,0/8,0/8,0/8,0/8,nähtusteta,20.0,4.6,2.6,2.6,18.0
11.04.2016,5.2,11.4,-2.1,65.0,30.0,2.7,10.1,0.0,13.2,10.5,9.8,0/8,0/8,0/8,0/8,nähtusteta,20.0,10.1,5.7,6.0,70.0
10.04.2016,3.4,9.6,-0.7,85.0,53.0,1.5,4.6,0.0,8.1,9.5,8.2,0/8,0/8,0/8,0/8,nähtusteta,20.0,3.9,2.0,2.0,343.0
09.04.2016,5.3,10.5,3.4,85.0,66.0,2.1,7.2,1.3,3.8,5.7,4.8,8/8,0/8,0/8,0/8,vihm,20.0,3.6,1.2,0.7,304.0
08.04.2016,7.4,11.9,4.0,66.0,49.0,4.5,13.2,0.0,6.8,9.8,9.0,1/8,8/8,0/8,0/8,nähtusteta,20.0,11.0,5.3,5.4,231.0
07.04.2016,8.3,15.0,5.1,75.0,50.0,4.1,13.6,0.4,9.6,11.9,10.6,6/8,7/8,0/8,0/8,vihm,20.0,11.0,5.2,4.2,215.0
06.04.2016,10.5,18.8,6.9,64.0,36.0,4.5,13.5,2.4,5.7,9.0,7.8,7/8,0/8,0/8,0/8,vihm,18.6,9.2,4.8,4.2,212.0
05.04.2016,6.3,13.4,1.4,67.0,40.0,3.2,7.7,1.2,1.8,10.5,8.4,7/8,8/8,0/8,0/8,nõrk vihm,16.7,5.1,2.4,2.0,140.0
04.04.2016,4.6,9.7,0.4,75.0,51.0,2.7,6.9,0.0,10.7,8.4,7.7,0/8,0/8,0/8,0/8,nähtusteta,20.0,6.5,4.1,3.8,62.0
03.04.2016,3.9,7.2,1.9,86.0,76.0,2.2,6.7,0.5,0.0,6.2,5.1,8/8,0/8,0/8,0/8,nähtusteta,16.0,3.2,1.5,1.1,352.0
02.04.2016,3.4,9.8,-1.7,72.0,34.0,2.8,11.0,0.0,12.0,7.3,5.6,0/8,0/8,0/8,0/8,nähtusteta,20.0,9.6,4.9,5.2,258.0
01.04.2016,2.2,4.0,0.3,95.0,87.0,2.5,6.6,0.0,0.0,3.9,3.3,8/8,0/8,0/8,0/8,nähtusteta,20.0,5.0,2.1,2.4,298.0
31.03.2016,0.9,3.9,-0.9,98.0,94.0,1.9,7.1,0.0,0.5,2.0,1.4,8/8,0/8,0/8,0/8,nähtusteta,16.9,6.2,2.9,2.8,272.0
30.03.2016,5.7,9.2,2.5,72.0,46.0,2.1,7.6,0.4,3.1,8.2,7.8,7/8,0/8,0/8,0/8,nähtusteta,20.0,4.6,2.5,3.0,137.0
29.03.2016,7.4,14.2,2.0,47.0,29.0,4.2,11.8,0.0,11.3,13.3,11.2,0/8,0/8,0/8,0/8,nähtusteta,20.0,8.7,4.8,4.8,131.0
28.03.2016,6.7,13.0,2.4,61.0,36.0,3.6,10.0,0.0,11.9,12.6,11.7,0/8,0/8,0/8,0/8,nähtusteta,20.0,7.8,4.2,4.3,182.0
27.03.2016,5.1,11.2,1.4,81.0,56.0,3.4,10.4,0.0,10.5,10.7,10.0,0/8,0/8,0/8,0/8,nähtusteta,20.0,8.0,3.9,3.3,202.0
26.03.2016,3.0,5.6,1.3,88.0,75.0,2.5,6.0,0.3,0.0,5.2,5.1,8/8,0/8,0/8,0/8,uduvine,7.4,4.5,2.2,2.1,205.0
25.03.2016,2.2,5.5,0.0,73.0,61.0,3.1,8.8,0.0,2.4,5.3,4.5,1/8,7/8,0/8,0/8,nähtusteta,20.0,7.2,3.0,3.1,192.0
24.03.2016,-0.6,4.1,-5.6,56.0,51.0,2.7,7.9,0.0,4.2,3.0,2.3,1/8,8/8,0/8,0/8,nähtusteta,20.0,5.1,2.8,3.0,195.0
23.03.2016,-1.8,3.4,-6.5,59.0,33.0,2.9,8.3,0.0,10.5,3.0,1.4,6/8,0/8,0/8,0/8,nähtusteta,20.0,6.2,3.2,2.5,158.0
22.03.2016,-2.5,0.8,-5.3,78.0,72.0,2.5,7.5,0.0,6.4,-0.5,-0.9,0/8,0/8,0/8,0/8,nähtusteta,20.0,3.3,1.6,2.0,16.0
21.03.2016,-1.5,1.8,-4.2,80.0,67.0,1.5,5.7,0.2,3.9,-0.2,-0.6,1/8,8/8,0/8,0/8,nähtusteta,20.0,4.6,2.1,2.5,31.0
20.03.2016,-1.4,1.8,-5.2,68.0,56.0,2.2,8.2,0.5,7.0,-1.3,-1.7,1/8,8/8,0/8,0/8,nõrk hooglumi,20.0,2.7,1.3,1.1,52.0
19.03.2016,-1.9,0.8,-3.9,51.0,43.0,3.0,12.4,0.0,9.4,0.0,-1.5,6/8,0/8,0/8,0/8,nõrk hooglumi,20.0,6.8,2.5,1.6,2.0
18.03.2016,-1.0,2.9,-4.3,71.0,50.0,4.3,14.2,2.7,4.4,-1.4,-1.9,7/8,0/8,0/8,0/8,lumi,20.0,10.5,4.2,4.1,351.0
17.03.2016,3.3,6.7,1.6,83.0,70.0,3.7,11.2,0.0,9.4,3.9,3.6,4/8,7/8,0/8,0/8,nähtusteta,20.0,10.3,4.8,4.3,278.0
16.03.2016,1.8,5.5,-1.0,94.0,82.0,3.2,8.5,0.0,3.6,4.9,4.4,0/8,0/8,0/8,0/8,nähtusteta,20.0,4.7,3.0,2.8,255.0
15.03.2016,1.5,3.3,-0.4,79.0,66.0,2.4,8.8,0.0,2.6,2.7,1.9,0/8,0/8,0/8,0/8,nähtusteta,20.0,3.6,1.7,1.7,273.0
14.03.2016,1.9,3.7,0.6,86.0,79.0,2.6,6.9,0.0,1.6,3.0,2.7,8/8,0/8,0/8,0/8,nähtusteta,20.0,4.7,2.7,2.7,24.0
13.03.2016,-0.5,0.7,-2.4,98.0,87.0,2.7,8.5,0.0,0.0,0.6,0.1,8/8,0/8,0/8,0/8,uduvine,7.5,6.8,3.0,3.3,251.0
12.03.2016,-1.7,3.2,-6.6,86.0,69.0,1.1,4.3,0.0,10.8,2.2,0.6,0/8,0/8,0/8,0/8,nähtusteta,20.0,3.6,1.7,1.9,275.0
11.03.2016,-1.2,0.0,-3.6,90.0,78.0,1.6,5.0,0.0,1.0,-0.1,-0.9,0/8,0/8,0/8,0/8,nähtusteta,20.0,4.9,2.2,1.4,66.0
10.03.2016,-0.4,2.8,-1.7,94.0,84.0,1.5,5.1,0.0,3.2,1.2,0.1,8/8,0/8,0/8,0/8,nähtusteta,11.1,3.9,2.2,2.3,32.0
09.03.2016,1.2,4.6,-1.5,91.0,76.0,2.1,6.1,6.2,6.6,3.9,1.2,0/8,0/8,0/8,0/8,nähtusteta,17.5,3.8,1.5,1.4,357.0
08.03.2016,0.6,2.6,-0.1,99.0,97.0,1.5,5.3,0.7,0.0,1.0,0.7,-,-,-,-,uduvine,1.2,4.2,2.6,2.4,28.0
07.03.2016,1.7,3.4,0.0,92.0,82.0,2.9,7.0,3.0,0.0,3.2,2.9,8/8,0/8,0/8,0/8,uduvine,6.5,3.7,2.1,2.1,161.0
06.03.2016,0.7,1.9,-0.1,92.0,82.0,2.1,5.8,0.0,0.2,1.4,0.6,1/8,0/8,0/8,0/8,nähtusteta,20.0,5.2,2.9,2.7,103.0
05.03.2016,-0.1,0.9,-0.9,88.0,82.0,2.3,6.2,0.0,0.0,0.2,0.1,8/8,0/8,0/8,0/8,nähtusteta,9.4,6.2,3.6,3.1,39.0
04.03.2016,-1.2,2.6,-4.6,76.0,60.0,3.2,8.2,0.0,3.7,1.6,1.0,7/8,0/8,0/8,0/8,nähtusteta,20.0,5.6,3.4,3.6,94.0
03.03.2016,-2.6,0.1,-3.9,78.0,69.0,2.5,8.7,0.0,3.4,-1.1,-1.5,7/8,0/8,0/8,0/8,nähtusteta,20.0,4.5,2.8,2.9,95.0
02.03.2016,-4.2,0.3,-9.1,74.0,58.0,3.6,9.6,0.0,9.0,-1.9,-2.1,8/8,0/8,0/8,0/8,nähtusteta,20.0,9.2,5.5,5.9,75.0
01.03.2016,-4.1,1.3,-8.9,80.0,58.0,2.4,6.2,0.0,10.0,-0.5,-2.4,0/8,0/8,0/8,0/8,nähtusteta,20.0,4.6,3.0,3.1,101.0
30.04.2017,2.2,5.2,0.4,84.0,66.0,3.8,12.5,0.1,4.1,4.1,3.5,1/8,8/8,0/8,0/8,nähtusteta,20.0,10.1,5.2,4.8,261.0
29.04.2017,2.3,6.7,0.0,82.0,45.0,6.5,20.2,12.5,0.0,0.1,0.0,8/8,0/8,0/8,0/8,nõrk lumi,2.7,14.5,8.4,8.3,49.0
28.04.2017,3.2,8.2,-1.5,75.0,36.0,2.4,8.7,0.0,9.5,8.2,7.5,0/8,0/8,0/8,0/8,nähtusteta,20.0,8.7,5.3,5.7,43.0
27.04.2017,3.1,7.3,-0.4,84.0,66.0,2.9,10.8,2.0,5.4,7.0,4.4,2/8,3/8,0/8,0/8,nähtusteta,20.0,7.2,3.0,4.4,243.0
26.04.2017,2.3,5.4,-0.1,91.0,78.0,4.2,14.7,5.3,6.3,5.1,4.1,7/8,0/8,0/8,0/8,nähtusteta,20.0,14.4,7.7,8.3,262.0
25.04.2017,3.1,7.6,0.8,82.0,57.0,3.6,11.2,5.6,0.6,3.9,2.5,7/8,8/8,0/8,0/8,nõrk vihm,15.3,6.0,3.0,1.8,166.0
24.04.2017,2.9,8.4,-2.3,73.0,44.0,2.3,7.8,0.0,11.7,8.2,5.7,5/8,0/8,0/8,0/8,nähtusteta,20.0,6.4,2.7,2.7,181.0
23.04.2017,3.4,7.4,1.7,74.0,54.0,3.8,10.7,0.7,11.8,5.4,4.5,0/8,0/8,0/8,0/8,nähtusteta,20.0,10.4,5.1,4.4,276.0
22.04.2017,3.4,6.0,-1.0,81.0,72.0,2.9,10.6,0.0,7.7,6.0,4.9,4/8,4/8,0/8,0/8,nähtusteta,20.0,6.9,3.2,3.1,294.0
21.04.2017,4.7,8.9,0.5,83.0,50.0,4.4,12.3,10.9,6.2,8.8,8.1,0/8,0/8,0/8,0/8,nähtusteta,20.0,11.1,6.0,5.8,262.0
20.04.2017,1.9,8.5,-4.3,64.0,39.0,4.3,14.3,0.0,9.0,7.1,6.6,1/8,3/8,0/8,0/8,nähtusteta,20.0,14.3,7.3,8.7,233.0
19.04.2017,-0.2,5.6,-5.9,57.0,32.0,2.3,6.7,0.0,13.4,4.6,3.2,1/8,0/8,0/8,0/8,nähtusteta,20.0,5.4,3.0,3.4,32.0
18.04.2017,-0.5,2.8,-4.7,64.0,38.0,2.6,10.1,0.3,8.9,2.3,1.2,0/8,0/8,0/8,0/8,nähtusteta,20.0,8.2,4.6,3.8,23.0
17.04.2017,0.7,3.6,-1.5,57.0,44.0,2.5,7.9,0.0,13.1,2.6,1.5,0/8,0/8,0/8,0/8,nähtusteta,18.8,6.2,3.3,3.1,17.0
16.04.2017,-2.6,0.5,-6.3,70.0,47.0,2.5,9.4,0.2,9.0,0.5,-1.0,8/8,0/8,0/8,0/8,nähtusteta,20.0,6.5,3.5,3.3,10.0
15.04.2017,-1.5,1.3,-5.8,62.0,37.0,2.0,7.4,0.0,11.0,1.1,0.0,0/8,0/8,0/8,0/8,nähtusteta,20.0,5.3,2.5,2.6,348.0
14.04.2017,-0.2,2.2,-2.3,69.0,43.0,2.4,7.5,1.0,10.6,1.5,0.8,0/8,0/8,0/8,0/8,nähtusteta,20.0,4.9,2.7,2.6,28.0
13.04.2017,1.2,3.3,-0.4,92.0,79.0,4.5,12.4,3.9,3.2,2.9,1.7,8/8,0/8,0/8,0/8,nähtusteta,20.0,4.3,2.2,2.2,327.0
12.04.2017,3.2,8.1,-0.8,69.0,53.0,2.2,11.0,0.0,4.8,6.3,5.9,8/8,0/8,0/8,0/8,nähtusteta,20.0,3.8,2.2,2.2,35.0
11.04.2017,4.2,8.6,1.8,78.0,57.0,4.9,15.8,0.0,10.0,4.4,3.2,7/8,7/8,0/8,0/8,nähtusteta,20.0,12.5,6.3,6.4,266.0
10.04.2017,8.5,14.9,3.3,78.0,51.0,4.8,17.0,1.2,10.0,14.7,14.2,0/8,0/8,0/8,0/8,nähtusteta,20.0,13.5,6.5,6.9,209.0
09.04.2017,5.9,11.6,0.7,73.0,64.0,3.2,10.8,0.0,6.9,11.3,11.0,1/8,7/8,0/8,0/8,nähtusteta,20.0,6.2,3.3,3.8,223.0
08.04.2017,3.0,6.6,-0.6,64.0,33.0,3.9,12.9,0.0,9.2,5.3,4.7,1/8,0/8,0/8,0/8,nähtusteta,20.0,9.7,5.2,5.9,253.0
07.04.2017,4.2,8.8,0.6,78.0,52.0,2.3,6.9,0.0,5.2,7.5,6.7,1/8,2/8,0/8,0/8,nähtusteta,20.0,5.1,2.9,2.6,259.0
06.04.2017,3.9,8.9,-0.2,81.0,62.0,2.3,7.4,0.0,11.2,7.9,7.1,0/8,0/8,0/8,0/8,nähtusteta,20.0,6.9,3.7,3.9,273.0
05.04.2017,5.5,8.7,3.4,78.0,67.0,3.5,9.3,0.3,3.1,8.0,7.0,7/8,0/8,0/8,0/8,nähtusteta,20.0,9.0,4.0,3.6,261.0
04.04.2017,5.4,12.9,-1.5,76.0,52.0,3.0,11.8,0.0,12.4,12.5,11.4,0/8,0/8,0/8,0/8,nähtusteta,20.0,9.7,5.1,4.7,217.0
03.04.2017,2.9,5.4,2.1,94.0,86.0,1.9,6.5,0.0,0.6,3.5,2.8,1/8,8/8,0/8,0/8,nähtusteta,20.0,3.7,2.2,2.2,19.0
02.04.2017,7.4,12.8,4.0,89.0,73.0,3.6,9.9,0.0,6.9,9.0,8.2,5/8,0/8,0/8,0/8,nähtusteta,20.0,7.1,3.7,4.1,256.0
01.04.2017,2.4,9.0,-2.9,95.0,93.0,3.6,10.6,1.3,0.0,7.7,7.0,8/8,0/8,0/8,0/8,uduvine,7.8,9.6,5.3,4.9,200.0
31.03.2017,0.2,2.5,-1.3,87.0,62.0,2.4,6.9,2.5,0.0,2.5,2.1,8/8,0/8,0/8,0/8,nähtusteta,20.0,4.5,2.3,2.7,110.0
30.03.2017,0.2,3.4,-2.8,52.0,31.0,2.3,6.2,0.0,11.3,3.2,2.2,0/8,0/8,0/8,0/8,nähtusteta,20.0,5.6,2.6,3.0,277.0
29.03.2017,0.5,4.4,-4.2,69.0,44.0,2.6,7.9,0.0,10.8,3.9,3.0,0/8,0/8,0/8,0/8,nähtusteta,20.0,5.8,3.0,3.1,281.0
28.03.2017,3.2,7.9,1.1,55.0,44.0,4.3,13.5,0.0,11.6,4.5,3.3,6/8,0/8,0/8,0/8,nähtusteta,20.0,9.3,3.7,4.0,325.0
27.03.2017,5.8,9.4,2.4,62.0,55.0,5.2,17.2,0.0,7.7,9.1,8.4,6/8,0/8,0/8,0/8,nähtusteta,20.0,16.0,8.9,8.6,254.0
26.03.2017,2.2,8.2,-2.4,84.0,71.0,4.1,16.6,0.0,2.9,7.5,6.7,5/8,0/8,0/8,0/8,nähtusteta,20.0,11.7,6.5,6.5,260.0
25.03.2017,0.9,3.2,-1.9,89.0,80.0,2.3,6.4,2.5,0.0,3.0,2.9,8/8,0/8,0/8,0/8,nähtusteta,20.0,4.0,1.8,1.7,329.0
24.03.2017,0.8,3.5,-1.8,79.0,62.0,3.3,10.3,0.0,11.3,2.4,1.6,0/8,0/8,0/8,0/8,nähtusteta,20.0,9.5,5.2,4.5,266.0
23.03.2017,3.2,6.7,0.8,77.0,50.0,4.5,12.5,0.4,11.4,5.3,3.7,0/8,0/8,0/8,0/8,nähtusteta,20.0,9.2,4.8,4.7,269.0
22.03.2017,3.7,4.7,2.3,84.0,75.0,4.9,12.3,1.6,0.2,3.9,3.6,8/8,0/8,0/8,0/8,nõrk hoogvihm,15.1,8.3,3.9,4.0,221.0
21.03.2017,2.3,5.1,-0.2,94.0,82.0,3.7,11.7,1.7,0.1,5.1,4.7,7/8,0/8,0/8,0/8,nähtusteta,20.0,7.6,3.4,3.2,216.0
20.03.2017,-0.5,4.6,-5.1,86.0,48.0,1.8,5.9,1.9,6.4,1.3,1.2,8/8,0/8,0/8,0/8,nõrk vihm,10.6,4.1,2.0,1.9,142.0
19.03.2017,0.7,2.5,-0.9,95.0,86.0,1.0,4.5,0.3,0.0,1.3,0.8,8/8,0/8,0/8,0/8,nähtusteta,20.0,3.4,1.8,1.7,251.0
18.03.2017,2.1,4.0,0.2,89.0,78.0,3.3,9.1,0.1,0.6,3.6,3.2,8/8,0/8,0/8,0/8,nähtusteta,20.0,4.7,2.5,2.1,190.0
17.03.2017,2.5,4.8,-1.1,85.0,70.0,5.2,12.0,7.5,0.9,4.1,3.6,1/8,0/8,0/8,0/8,nähtusteta,20.0,8.8,4.1,3.7,217.0
16.03.2017,2.4,6.0,-0.7,77.0,65.0,3.1,9.7,0.0,10.8,3.8,2.3,0/8,0/8,0/8,0/8,nähtusteta,20.0,8.5,4.6,3.9,253.0
15.03.2017,4.0,6.1,0.7,82.0,67.0,5.4,15.0,5.1,10.2,5.3,3.7,0/8,0/8,0/8,0/8,nähtusteta,20.0,9.2,5.1,4.6,253.0
14.03.2017,0.3,3.2,-2.7,86.0,73.0,4.5,10.4,0.0,0.3,3.2,2.5,2/8,2/8,0/8,0/8,nähtusteta,20.0,9.7,5.3,5.4,191.0
13.03.2017,-1.3,1.7,-3.8,92.0,83.0,3.0,7.6,0.0,0.8,1.2,0.8,8/8,0/8,0/8,0/8,nähtusteta,20.0,4.9,2.4,2.3,206.0
12.03.2017,-1.6,1.9,-3.7,97.0,83.0,2.2,5.0,0.0,5.1,1.3,0.5,0/8,0/8,0/8,0/8,nähtusteta,20.0,3.3,1.7,1.8,208.0
11.03.2017,0.7,2.2,-1.7,96.0,89.0,1.6,4.9,0.9,0.0,0.7,-0.7,7/8,0/8,0/8,0/8,nähtusteta,20.0,3.7,2.0,2.0,244.0
10.03.2017,1.9,4.4,0.1,84.0,77.0,1.6,4.3,0.0,0.3,2.9,2.6,8/8,0/8,0/8,0/8,nähtusteta,11.2,3.6,1.8,1.6,233.0
09.03.2017,1.5,4.2,-0.3,76.0,64.0,3.1,9.1,0.9,2.3,3.2,2.5,7/8,0/8,0/8,0/8,nähtusteta,20.0,4.9,2.5,2.7,158.0
08.03.2017,-0.0,1.7,-2.2,87.0,69.0,4.2,12.3,2.2,0.6,1.0,0.2,1/8,2/8,0/8,0/8,nähtusteta,20.0,9.0,4.5,4.0,199.0
07.03.2017,-2.7,-1.7,-3.9,77.0,69.0,6.2,15.3,2.2,0.0,-2.2,-2.6,1/8,8/8,0/8,0/8,nõrk lumi,20.0,8.9,4.9,4.9,77.0
06.03.2017,-3.6,-1.2,-6.7,74.0,65.0,4.9,16.4,0.0,9.5,-2.5,-2.7,0/8,0/8,0/8,0/8,nähtusteta,20.0,13.6,7.8,7.4,67.0
05.03.2017,-3.2,-0.8,-4.3,75.0,68.0,5.0,10.3,0.0,5.9,-3.2,-3.6,0/8,0/8,0/8,0/8,nähtusteta,20.0,8.2,4.9,5.2,55.0
04.03.2017,-0.1,1.4,-1.3,90.0,80.0,2.3,6.8,0.3,0.3,0.1,-0.4,4/8,7/8,0/8,0/8,nähtusteta,20.0,3.3,1.4,1.2,10.0
03.03.2017,1.1,2.5,0.5,95.0,90.0,2.4,6.1,3.3,0.0,0.8,0.6,8/8,0/8,0/8,0/8,nõrk hoogvihm,3.3,5.0,3.0,2.8,205.0
02.03.2017,2.3,4.6,0.2,92.0,80.0,3.4,8.0,0.7,0.5,3.1,2.5,4/8,0/8,0/8,0/8,nähtusteta,20.0,5.4,2.8,2.4,199.0
01.03.2017,2.3,5.2,0.2,95.0,87.0,2.7,9.3,9.4,0.0,0.9,0.3,1/8,6/8,8/8,0/8,nõrk lumi,3.4,2.6,1.3,1.0,81.0
30.04.2018,7.0,11.7,2.5,84.0,57.0,2.8,8.5,0.0,10.0,11.7,10.4,0/8,0/8,0/8,0/8,nähtusteta,20.0,7.8,5.2,5.6,46.0
29.04.2018,8.3,12.6,4.6,84.0,67.0,1.7,4.9,0.8,0.1,10.8,9.9,8/8,0/8,0/8,0/8,nähtusteta,20.0,4.3,2.6,2.9,26.0
28.04.2018,7.4,12.6,3.0,76.0,51.0,2.8,8.7,0.0,7.9,11.8,10.8,0/8,0/8,0/8,0/8,nähtusteta,20.0,8.2,4.3,4.5,270.0
27.04.2018,6.6,10.8,2.0,83.0,65.0,2.7,10.8,1.7,8.0,10.1,9.3,1/8,2/8,0/8,0/8,nähtusteta,20.0,10.0,5.8,6.0,257.0
26.04.2018,6.9,11.3,3.2,78.0,56.0,3.0,10.1,0.8,9.8,10.5,8.5,1/8,0/8,0/8,0/8,nähtusteta,20.0,8.2,4.7,4.1,256.0
25.04.2018,6.9,9.6,5.8,91.0,82.0,2.6,10.0,0.4,0.1,7.3,6.8,8/8,0/8,0/8,0/8,nähtusteta,20.0,6.8,3.7,2.5,257.0
24.04.2018,8.4,11.5,6.0,71.0,54.0,3.6,11.3,0.0,2.7,9.7,8.6,8/8,0/8,0/8,0/8,nähtusteta,20.0,5.8,3.0,3.0,252.0
23.04.2018,6.3,11.8,0.6,57.0,38.0,2.7,7.8,0.0,12.0,11.8,10.9,0/8,0/8,0/8,0/8,nähtusteta,20.0,7.7,4.1,3.3,162.0
22.04.2018,5.4,8.4,3.9,74.0,67.0,3.0,8.2,0.0,2.0,5.4,4.9,8/8,0/8,0/8,0/8,nähtusteta,20.0,7.1,4.3,4.2,55.0
21.04.2018,8.3,12.5,5.1,79.0,62.0,4.6,14.3,0.0,9.0,9.5,8.9,0/8,0/8,0/8,0/8,nähtusteta,20.0,13.3,6.7,6.3,280.0
20.04.2018,8.8,17.6,2.5,78.0,52.0,3.6,12.0,0.0,8.4,13.7,12.1,1/8,7/8,0/8,0/8,nähtusteta,20.0,10.5,6.2,6.3,248.0
19.04.2018,7.6,12.7,4.7,79.0,59.0,3.4,9.3,0.0,7.6,11.4,10.5,0/8,0/8,0/8,0/8,nähtusteta,20.0,8.6,4.8,4.4,263.0
18.04.2018,6.3,12.5,2.5,84.0,54.0,3.3,9.1,0.0,6.0,11.9,9.1,5/8,0/8,0/8,0/8,nähtusteta,20.0,8.4,5.0,4.6,253.0
17.04.2018,3.6,11.0,2.4,97.0,90.0,2.4,7.6,0.0,0.5,5.3,4.6,7/8,0/8,0/8,0/8,nähtusteta,20.0,7.2,3.5,4.4,269.0
16.04.2018,10.8,18.0,4.9,90.0,72.0,2.6,8.6,8.4,4.5,17.3,15.1,1/8,0/8,0/8,0/8,nähtusteta,20.0,5.1,2.8,2.8,265.0
15.04.2018,8.9,15.6,4.7,62.0,49.0,1.9,5.3,0.0,6.2,12.7,9.8,1/8,0/8,0/8,0/8,nähtusteta,20.0,4.2,2.2,2.3,354.0
14.04.2018,9.5,19.2,2.7,39.0,18.0,3.1,7.8,0.0,13.4,18.4,15.7,0/8,0/8,0/8,0/8,nähtusteta,20.0,4.5,2.3,2.3,16.0
13.04.2018,3.9,10.5,-4.0,51.0,35.0,2.6,9.3,0.0,13.5,9.2,8.6,0/8,0/8,0/8,0/8,nähtusteta,20.0,6.8,4.4,3.9,33.0
12.04.2018,3.3,8.7,-3.6,55.0,34.0,2.5,7.9,0.0,12.9,8.3,7.5,0/8,0/8,0/8,0/8,nähtusteta,20.0,6.5,4.1,3.8,42.0
11.04.2018,2.0,7.3,-3.5,68.0,47.0,2.7,8.8,0.0,13.2,6.1,5.6,0/8,0/8,0/8,0/8,nähtusteta,20.0,7.1,4.3,4.1,47.0
10.04.2018,2.3,5.7,-0.2,78.0,52.0,4.6,13.1,1.8,8.4,5.7,4.9,0/8,0/8,0/8,0/8,nähtusteta,20.0,7.7,4.3,4.2,36.0
09.04.2018,9.5,19.0,4.2,70.0,47.0,2.6,8.7,0.0,11.7,14.2,11.8,1/8,0/8,0/8,0/8,nähtusteta,20.0,4.5,1.7,2.0,285.0
